country	confidence	reference_name	checked_name	reason	verdict
Абхазия	exact	ОНИКС	Отель Оникс	названия совпали	
Абхазия	exact	ДИВА	Дива (Алахадзы)	названия совпали	
Абхазия	exact	КАЛИПСО ЦАНДРИПШ	Калипсо (Цандрипш)	названия совпали	
Абхазия	exact	KULIKOV HOUSE (КУЛИКОВ ХАУС)	Kulikov house	названия совпали	
Абхазия	exact	ДЕНИ ДЕЛЬМАР	Дени Дельмар	названия совпали	
Абхазия	exact	ПОЛЯНА	Поляна (Алахадзы)	названия совпали	
Абхазия	exact	ОЛИМП	Олимп	названия совпали	
Абхазия	exact	АБААТА ПИЦУНДА	Абаата Пицунда	названия совпали	
Абхазия	exact	ШАЛЕ У МОРЯ	Шале У Моря	названия совпали	
Абхазия	exact	АПСИЛИА	Апсилиа (Мачара)	названия совпали	
Абхазия	exact	VESNA (ВЕСНА)	Vesna Hotel	названия совпали	
Абхазия	exact	СТРЕЛЕЦ	Мини-отель Стрелец	названия совпали	
Абхазия	exact	ПАРК-ОТЕЛЬ АБХАЗИЯ	Парк-Отель Абхазия	названия совпали	
Абхазия	exact	АБХАЗСКИЙ ДВОРИК	Абхазский дворик (Цандрипш)	названия совпали	
Абхазия	exact	АБАС	Абас	названия совпали	
Абхазия	exact	БЕЛАЯ ПАНАМА (АГАВА)	Белая панама	названия совпали	
Абхазия	exact	КРИСТАЛЛ	Кристалл (Гечрипш)	названия совпали	
Абхазия	exact	WHITE HOTEL (БЕЛЫЙ ДОМ)	White Hotel	названия совпали	
Абхазия	exact	ГРЕЙС БРИЗ	Грейс Бриз	названия совпали	
Абхазия	exact	АФОН ДАКИР	Афон-Дакир	названия совпали	
Абхазия	exact	AURA CITY (БЫВШ. ЭЛИЗА)	Aura City Hotel	названия совпали	
Абхазия	exact	GUD HOUSE (ГУД ХАУС)	Гуд Хаус	названия совпали	
Абхазия	exact	САДЗЕН	Садзен (Цандрипш)	названия совпали	
Абхазия	exact	LAKAA (ЛАКАА)	Лакаа (Алахадзы)	названия совпали	
Абхазия	exact	ГРЕЙС САРИЯ	Грейс Сария	названия совпали	
Абхазия	exact	TRISTAN (ТРИСТАН)	Тристан	названия совпали	
Абхазия	exact	РЕЗИДЕНЦИЯ АПСНЫ	Резиденция Апсны	названия совпали	
Абхазия	exact	АДУНЕИ СУХУМ	Отель Адунеи Сухум	названия совпали	
Абхазия	exact	ДИНАСТИЯ	Династия	названия совпали	
Абхазия	exact	ЭКЛИПС	Эклипс.	названия совпали	
Абхазия	exact	PREHOTEL	PreHotel	названия совпали	
Абхазия	exact	SANZAZILA	SanZazila	названия совпали	
Абхазия	exact	КАМАРИТ	Камарит	названия совпали	
Абхазия	exact	ГРЕЙС ТИХИЙ ДОН	Грейс Тихий Дон	названия совпали	
Абхазия	exact	BLACK SEA	Black Sea	названия совпали	
Абхазия	exact	ГОРНЫЙ РУЧЕЙ	Горный ручей	названия совпали	
Абхазия	exact	ГРИФОН	Грифон	названия совпали	
Абхазия	exact	PARADISE (ПАРАДАЙЗ)	Парадайз	названия совпали	
Абхазия	exact	РУСЛАН И ДЖУЛЬЕТТА ГОСТЕВОЙ ДОМ	Руслан и Джульетта гостевой дом	названия совпали	
Абхазия	exact	PARADISE BEACH HOTEL	Paradise Beach Hotel	названия совпали	
Абхазия	exact	ЭКО-ПАПА (EX. ЛАГУНА)	Эко Папа	названия совпали	
Абхазия	exact	ПАЛЬМА	Пальма	названия совпали	
Абхазия	exact	БЕРЕГ СВЯТОЙ СОФИИ	Берег Святой Софии	названия совпали	
Абхазия	exact	АБААТА	Абаата	названия совпали	
Абхазия	exact	АНХАРА	Анхара	названия совпали	
Абхазия	exact	ОНТАРИО	Онтарио	названия совпали	
Абхазия	strong	АКВАРЕЛЬ ГАГРА	Гостевой дом Акварель	одно название содержится в другом	
Абхазия	strong	ТАМЫШ ВИЛЛАДЖ (TAMISH VILLAGE)	Тамыш Village	то же название другим алфавитом	
Абхазия	strong	ГЛЭМПИНГ ГРЕЙС ТИХИЙ БЕРЕГ	Грейс Тихий берег	одно название содержится в другом	
Абхазия	strong	КОРАЛЛ	Guest House Korall	то же название другим алфавитом	
Абхазия	strong	БУТИК-ОТЕЛЬ ПРОЛЕТО	ПроЛето	одно название содержится в другом	
Абхазия	strong	АРДА (БЫВШ. СОФЬЯ)	Arda	то же название другим алфавитом	
Абхазия	review	ЭДЕМ ПИЦУНДА	Эдем гостевой дом	названия похожи, но совпадение короткое	
Абхазия	review	ОЛИМП ПАРК-ОТЕЛЬ	Olimp	похожее написание другим алфавитом, но совпадение короткое	
Абхазия	review	АПРА ГУДАУТА	Апра	названия похожи, но совпадение короткое	
Абхазия	review	АХЧИПСОУ	Гостевой Дом Ахчыпсы	похоже на то же название другим алфавитом (82%)	
Турция	exact	KEMER STAR HOTEL (EX. KEMPER DINARA GARDEN)	Kemer Star Hotel	названия совпали	
Турция	exact	BARHAN HOTEL (EX. MALDIVES BEACH HOTEL)	Barhan Hotel	названия совпали	
Турция	exact	BRITANNIA HOTEL & VILLAS	Britannia Hotel & Villas	названия совпали	
Турция	exact	SUITE LAGUNA	Suite Laguna Hotel	названия совпали	
Турция	exact	INFINITY BEACH	Infinity Beach Hotel	названия совпали	
Турция	exact	GREEN GARDEN CITY LUXURY APARTMENTS	Green Garden City Luxury Apartments	названия совпали	
Турция	exact	BELKON HOTEL	Belkon	названия совпали	
Турция	exact	DIAMORE HOTEL	Diamore	названия совпали	
Турция	exact	A11 HOTEL OBAKOY (EX.TAKSIM INTERNATIONAL OBAKOY)	A11 Hotel Obakoy	названия совпали	
Турция	exact	BIENO CLUB HOTEL SVS (EX. BONE CLUB HOTEL SVS)	Bieno Club Svs Hotel	названия совпали	
Турция	exact	IMEROS HOTEL	Imeros Hotel	названия совпали	
Турция	exact	MEYDE BOUTIQUE SUITES	Meyde Boutique & Suites	названия совпали	
Турция	exact	ASPENDOS SUITES	Aspendos Suites	названия совпали	
Турция	exact	ELYSIUM ELITE HOTEL & SPA (EX. AVALON BEACH HOTEL)	Elysium Elite Hotel & Spa	названия совпали	
Турция	exact	MORE HOTEL	More Hotel	названия совпали	
Турция	exact	ALANYA RISUS PARK (EX. MILLENNIUM PARK HOTEL)	Alanya Risus Park Hotel	названия совпали	
Турция	exact	MEYDE PLUS SUITES	Meyde Plus Suites	названия совпали	
Турция	exact	ASRIN BEACH	Asrin Beach Hotel	названия совпали	
Турция	exact	SIDE YESILOZ HOTEL	Side Yesiloz	названия совпали	
Турция	exact	GRAND BARHAN HOTEL (EX. AS BLUE COAST)	Grand Barhan Hotel	названия совпали	
Турция	exact	COMFORT SUITES	Comfort Suites	названия совпали	
Турция	exact	ALEXIUS BEACH HOTEL (EX. BELDIANA CLUB)	Alexius Beach Hotel	названия совпали	
Турция	exact	ARES DREAM (EX. CLUB ARES, QUEEN VICTORIA)	Ares Dream	названия совпали	
Турция	exact	RELAX BEACH HOTEL	Relax Beach Hotel	названия совпали	
Турция	exact	MC MAHBERI BEACH HOTEL	MC Mahberi Beach Hotel	названия совпали	
Турция	exact	GREEN PEACE	Green Peace	названия совпали	
Турция	exact	PALMEA HOTEL	Palmea	названия совпали	
Турция	exact	BARISCAN HOTEL	Bariscan Hotel	названия совпали	
Турция	exact	SUNPARK GARDEN	Sunpark Garden Hotel	названия совпали	
Турция	exact	KLEOPATRA BEACH HOTEL	Kleopatra Beach	названия совпали	
Турция	exact	SERIN	Serin	названия совпали	
Турция	exact	PALMORA LARA HOTEL (EX. JURA HOTELS LARA RESORT)	Palmora Lara Hotel	названия совпали	
Турция	exact	KLEOPATRA ADA BEACH	Kleopatra Ada Beach Hotel	названия совпали	
Турция	exact	FELICE	Felice	названия совпали	
Турция	exact	BLUE FISH	Blue Fish Hotel	названия совпали	
Турция	exact	KANDELOR HOTEL (EX. XPERIA KANDELOR HOTEL)	Kandelor Hotel	названия совпали	
Турция	exact	MR CRANE	Mr. Crane	названия совпали	
Турция	exact	ANANAS HOTEL	Ananas	названия совпали	
Турция	exact	VIKING EXPRESS (EX. VIKING SUITE)	Viking Express Hotel	названия совпали	
Турция	exact	KLEOPATRA ROYAL PALM	Kleopatra Royal Palm	названия совпали	
Турция	exact	STELLA HOTEL	Stella Hotel	названия совпали	
Турция	exact	ALP PASA HOTEL	Alp Pasa Hotel	названия совпали	
Турция	exact	SIMPLY FINE HOTEL ALIZE	Simply Fine Hotel Alize	названия совпали	
Турция	exact	OSCAR MARMARIS	Oscar Hotel Marmaris	названия совпали	
Турция	exact	ESMA CLOVE RESORT & SPA (EX. SUMELA GARDEN)	Esma Clove Resort & SPA	названия совпали	
Турция	exact	MAGIC SUN	Magic Sun Hotel	названия совпали	
Турция	exact	CITRUS PARK HOTEL	Citrus Park Hotel	названия совпали	
Турция	exact	KOLIBRI	Kolibri	названия совпали	
Турция	exact	SULTAN SIPAHI RESORT	Sultan Sipahi Resort	названия совпали	
Турция	exact	PERRE DELTA (EX. GANITA DELTA RESORT)	Perre Delta Resort & SPA	названия совпали	
Турция	exact	XENO EFTALIA RESORT (EX. EFTALIA RESORT)	Xeno Eftalia Resort	названия совпали	
Турция	exact	TU CASA GELIDONYA (EX. NOVIA GELIDONYA)	Tu Casa Gelidonya Hotel	названия совпали	
Турция	exact	FAME HOTEL	Fame Hotel	названия совпали	
Турция	exact	THE MARILIS HILL RESORT HOTEL & SPA	The Marilis Hill Resort	названия совпали	
Турция	exact	SUN CITY HOTEL & APARTMENTS	Sun City Apartments & Hotel	названия совпали	
Турция	exact	VIKING PARK HOTEL	Viking Park Hotel & Spa	названия совпали	
Турция	exact	CLUB MUNAMAR BEACH RESORT	Club Munamar Beach Resort	названия совпали	
Турция	exact	SUN BEACH PARK & SPA	Sun Beach Park & Spa	названия совпали	
Турция	exact	SUN BEACH HILL (EX. SIDE TOWN)	Sun Beach Hill	названия совпали	
Турция	exact	KIRBIYIK RESORT HOTEL (EX. DINLER HOTEL)	Kirbiyik Resort Hotel	названия совпали	
Турция	exact	ASDEM PARK	Asdem Park	названия совпали	
Турция	exact	CLUB HOTEL SUNBEL	Club Hotel Sunbel	названия совпали	
Турция	exact	SIRIUS	Sirius	названия совпали	
Турция	exact	RIOS BEACH (EX. EGE MONTANA, INTERSPORT HOTEL)	Rios Beach Hotel	названия совпали	
Турция	exact	RAMIRA BEACH HOTEL (EX. SUN MARITIM HOTEL)	Ramira Beach Hotel	названия совпали	
Турция	exact	PARADOR SKY (EX. BIG BLUE SKY HOTEL)	Parador Sky Hotel	названия совпали	
Турция	exact	BELENLI RESORT HOTEL	Belenli Resort Hotel	названия совпали	
Турция	exact	GRAND VIKING	Grand Viking Hotel	названия совпали	
Турция	exact	ALERIA BELPORT BEACH HOTEL	Aleria Belport Beach Hotel	названия совпали	
Турция	exact	CONCORDIA CELES HOTEL	Concordia Celes Hotel	названия совпали	
Турция	exact	PARADOR BEACH HOTEL	Parador Beach Hotel	названия совпали	
Турция	exact	OBA TIME HOTEL	Oba Time Hotel	названия совпали	
Турция	exact	ROSEIRA BEACH RESORT	Roseira Beach Resort	названия совпали	
Турция	exact	OLIMPOS BEACH HOTEL BY RRH&R	Olimpos Beach Hotel by RRH&R	названия совпали	
Турция	exact	SUN HEAVEN QUEEN (EX. CLUB SUN HEAVEN SEA BIRD BEACH)	Sun Heaven Queen	названия совпали	
Турция	exact	BIENO VENUS (EX. VENUS HOTEL)	Bieno Venus Hotel & Spa	названия совпали	
Турция	exact	MYRA	Myra	названия совпали	
Турция	exact	OBA STAR HOTEL	Oba Star Hotel & Spa	названия совпали	
Турция	exact	ANERISSA HOTEL	Anerissa Hotel	названия совпали	
Турция	exact	ALDER GARDEN HOTEL (EX. ELDAR GARDEN)	Alder Garden Hotel	названия совпали	
Турция	exact	ELAMIR RESORT HOTEL (EX. KEMER BOTANIK RESORT)	Elamir Resort Hotel	названия совпали	
Турция	exact	ADLER HOTEL	Adler	названия совпали	
Турция	exact	ASTORIA HOTEL & SPA	Astoria Hotel	названия совпали	
Турция	exact	BODRUM BEACH RESORT	Bodrum Beach Resort	названия совпали	
Турция	exact	PONZ	Ponz Hotel	названия совпали	
Турция	exact	ASTORIA LIFE (EX. ASTORIA BEACH)	Astoria Life Hotel	названия совпали	
Турция	exact	MIRAMOR GARDEN RESORT HOTEL (EX. SEKER RESORT)	Miramor Garden Resort	названия совпали	
Турция	exact	ISTANBUL BEACH HOTEL (EX. BLAUHIMMEL HOTEL)	Istanbul Beach Hotel	названия совпали	
Турция	exact	MC ARANCIA RESORT HOTEL	MC Arancia Resort Hotel	названия совпали	
Турция	exact	VIKING BEACH (EX. BONN BEACH HOTEL BY RRH & R)	Viking Beach Hotel	названия совпали	
Турция	exact	IDAS CLUB (EX. LIMA ICMELER)	Idas Club	названия совпали	
Турция	exact	CLUB MERMAID VILLAGE	Club Mermaid Village	названия совпали	
Турция	exact	RAMIRA JOY HOTEL (EX. ELITE ORKIDE SUITE)	Ramira Joy	названия совпали	
Турция	exact	GOLDEN SUN HOTEL	Golden Sun	названия совпали	
Турция	exact	SILVER	Silver Hotel	названия совпали	
Турция	exact	ORFEUS QUEEN SPA	Orfeus Queen Hotel & Spa	названия совпали	
Турция	exact	GRAND KOLIBRI PRESTIGE & SPA	Grand Kolibri Prestige & Spa	названия совпали	
Турция	exact	SHERWOOD PREMIO (EX. SHERWOOD PRIZE HOTEL)	Sherwood Premio Hotel	названия совпали	
Турция	exact	CLEOPATRA GOLDEN BEACH	Cleopatra Golden Beach Hotel	названия совпали	
Турция	exact	AYDINBEY GOLD DREAMS	Aydinbey Gold Dreams	названия совпали	
Турция	exact	GOLMAR BEACH	Golmar Beach	названия совпали	
Турция	exact	IDAS HOTEL ADULTS ONLY 16+	Idas Hotel (16+)	названия совпали	
Турция	exact	FAME BEACH HOTEL (EX. FAME RESIDENCE PARK)	Fame Beach Hotel	названия совпали	
Турция	exact	BEACH CLUB DOGANAY	Beach Club Doganay	названия совпали	
Турция	exact	CALIDO MARIS HOTEL	Calido Maris Hotel	названия совпали	
Турция	exact	ALDER RESORT HOTEL (EX. ELDAR RESORT)	Alder Resort	названия совпали	
Турция	exact	SOLIVIA HOTEL (EX. TITAN SELECT)	Solivia Hotel	названия совпали	
Турция	exact	VIKING GARDEN HOTEL (EX. GARDEN RESORT BERGAMOT)	Viking Garden Hotel	названия совпали	
Турция	exact	DRITA HOTEL	Drita Hotel Resort & Spa	названия совпали	
Турция	exact	SUN HEAVEN HOTEL (EX. CLUB SUN HEAVEN FAMILY & SPA)	Sun Heaven Hotel	названия совпали	
Турция	exact	ISLA PANORAMA (EX. IDEAL PANORAMA)	Isla Panorama	названия совпали	
Турция	exact	FOREST IN HOTEL	Forest In Hotel	названия совпали	
Турция	exact	GRAND MIRAMOR HOTEL & SPA	Grand Miramor Hotel	названия совпали	
Турция	exact	AMBASSADOR PLAZA HOTEL	Ambassador Hotel Plaza	названия совпали	
Турция	exact	ACROPOL BEACH	Acropol Beach	названия совпали	
Турция	exact	OZKAYMAK INCEKUM	Ozkaymak Incekum Hotel	названия совпали	
Турция	exact	ORFEUS PARK	Orfeus Park Hotel	названия совпали	
Турция	exact	DRAGUT POINT NORTH	Dragut Point North Hotel	названия совпали	
Турция	exact	SEAPHORIA BEACH RESORT	Seaphoria Beach Resort	названия совпали	
Турция	exact	Q AVENTURA PARK	Q Aventura Park Hotel	названия совпали	
Турция	exact	KEMER DREAM HOTEL	Kemer Dream Hotel	названия совпали	
Турция	exact	MALHUN HOTEL	Malhun	названия совпали	
Турция	exact	JUSTINIANO CLUB ALANYA	Justiniano Club Alanya	названия совпали	
Турция	exact	AMON HOTELS	Amon Hotels Belek	подтверждено словарём синонимов	
Турция	exact	ARORA HOTEL	Arora Hotel	названия совпали	
Турция	exact	GRAND ZAMAN GARDEN	Grand Zaman Garden	названия совпали	
Турция	exact	LAKE & RIVER SIDE HOTEL & SPA	Lake & River Side Hotel & Spa	названия совпали	
Турция	exact	ANTIK BUTIK (EX. ANTIK HOTEL & GARDEN)	Antik Butik	названия совпали	
Турция	exact	POINT BEACH HOTEL	Point Beach Hotel	названия совпали	
Турция	exact	BITEZ GARDEN LIFE	Bitez Garden Life	названия совпали	
Турция	exact	MASTER FAMILY CLUB (EX. ASKA COSTA HOLIDAY CLUB)	Master Family Club	названия совпали	
Турция	exact	MONTEBELLO DELUXE	Montebello Deluxe Hotel	названия совпали	
Турция	exact	ADALYA PORT HOTEL (EX. TUTAV ADALYA BOUTIQUE)	Adalya Port Hotel	названия совпали	
Турция	exact	CAMPUS HILL HOTEL	Campus Hill Hotel	названия совпали	
Турция	exact	VIKING STAR	Viking Star Hotel	названия совпали	
Турция	exact	Q ELLA BEACH SIDE (EX. SIDE ORANGE PARADISE)	Q Ella Beach Side	названия совпали	
Турция	exact	DEDEMAN KEMER RESORT (EX. CLUB JOVIA KEMER)	Dedeman Kemer Resort	названия совпали	
Турция	exact	KARBEL HOTEL	Karbel Hotel	названия совпали	
Турция	exact	ARMAS GREEN FUGLA BEACH (EX. CLUB GREEN FUGLA BEACH)	Armas Green Fugla Beach	подтверждено словарём синонимов	
Турция	exact	ARMAS BELLA SUN (EX. CLUB BELLA SUN HOTEL & SPA)	Armas Bella Sun	названия совпали	
Турция	exact	VIKING NONA BEACH	Viking Nona Beach Hotel	названия совпали	
Турция	exact	MAYA WORLD PARK (EX. IQ BELEK)	Maya World Park	названия совпали	
Турция	exact	BUYUK HOTEL	Buyuk Hotel	названия совпали	
Турция	exact	THE LUMOS DELUXE RESORT HOTEL & SPA	The Lumos Deluxe Resort Hotel & Spa	названия совпали	
Турция	exact	ARMAS GUL BEACH (EX. OTIUM GUL)	Armas Gul Beach	названия совпали	
Турция	exact	FLEUR BAY RESORT (EX. CACTUS FLEUR BEACH)	Fleur Bay Resort	названия совпали	
Турция	exact	LINDA SUNNY BEACH HOTEL SPA (EX. BIENO CLUB SUNSET)	Linda Sunny Beach Hotel	названия совпали	
Турция	exact	ALAN XAFIRA DELUXE RESORT & SPA	Alan Xafira Deluxe Resort & Spa	названия совпали	
Турция	exact	ARMAS KAPLAN PARADISE (EX. KAPLAN PARADISE, JEANS CLUB KAPLAN)	Armas Kaplan Paradise	названия совпали	
Турция	exact	SIDE AMOUR HOTEL	Side Amour Hotel	названия совпали	
Турция	exact	OZKAYMAK SELECT RESORT (EX. OZKAYMAK FAMILY SELECT RESORT)	Ozkaymak Select Resort	названия совпали	
Турция	exact	LAGUNA BEACH ALYA RESORT & SPA	Laguna Beach Alya Resort & Spa	названия совпали	
Турция	exact	ARMAS BEACH HOTEL	Armas Beach	названия совпали	
Турция	exact	DRAGUT POINT SOUTH	Dragut Point South Hotel	названия совпали	
Турция	exact	AVIA RESORT & SPA	Avia Resort & Spa	названия совпали	
Турция	exact	DIAMOND HILL RESORT	Diamond Hill Resort	названия совпали	
Турция	exact	RING BEACH HOTEL	Ring Beach	названия совпали	
Турция	exact	HOLIDAY GARDEN RESORT	Holiday Garden Resort	названия совпали	
Турция	exact	HOLIDAY PARK RESORT	Holiday Park Resort	названия совпали	
Турция	exact	TUVANA	Tuvana Hotel	названия совпали	
Турция	exact	ARMAS PEMAR BEACH (EX. PEMAR BEACH)	Armas Pemar Beach	названия совпали	
Турция	exact	PORT RIVER HOTEL & SPA	Port River Hotel & Spa	названия совпали	
Турция	exact	OZKAYMAK MARINA	Ozkaymak Marina Hotel	названия совпали	
Турция	exact	PERRE LA MER RESORT & SPA	Perre La Mer Hotel	названия совпали	
Турция	exact	ARCADIA OF BODRUM	Arcadia Of Bodrum	названия совпали	
Турция	exact	GREEN ANATOLIA CLUB & HOTEL	Green Anatolia Club & Hotel	названия совпали	
Турция	exact	AYDINBEY QUEENS PALACE & SPA	Aydinbey Queen`s Palace & Spa	названия совпали	
Турция	exact	INCEKUM WEST HOTEL (EX. MIAROSA INCEKUM WEST)	Incekum West	названия совпали	
Турция	exact	SELCUKHAN HOTEL	Selcukhan	названия совпали	
Турция	exact	X LIFE HOTEL (EX. OTIUM SENSES X LIFE HOTELS)	X Life Hotel	названия совпали	
Турция	exact	SEA GULL	Seagull Hotel	названия совпали	
Турция	exact	LOWE HOTEL	Lowe Hotel	названия совпали	
Турция	exact	ALARCHA HOTELS & RESORTS	Alarcha Hotels & Resort	названия совпали	
Турция	exact	TONOZ BEACH	Tonoz Beach	названия совпали	
Турция	exact	OZKAYMAK FALEZ HOTEL	Ozkaymak Falez Hotel	названия совпали	
Турция	exact	MARCAN BEACH	Marcan Beach Hotel (Adults Only 16+)	названия совпали	
Турция	exact	CLUB HOTEL BELPINAR	Club Hotel Belpinar	названия совпали	
Турция	exact	KAHYA RESORT AQUA & SPA	Kahya Resort Aqua & Spa	названия совпали	
Турция	exact	AKDENIZ BEACH	Akdeniz Beach	названия совпали	
Турция	exact	WATER SIDE RESORT & SPA	Water Side Resort & Spa	названия совпали	
Турция	exact	VICTORY RESORT HOTEL	Victory Hotel Spa	названия совпали	
Турция	exact	WASHINGTON RESORT & SPA (EX. ASKA WASHINGTON RESORT & SPA)	Washington Resort Hotel & Spa	названия совпали	
Турция	exact	SOLANA BY YELKEN (EX. YELKEN MANDALINCI SPA & WELLNESS)	Solana By Yelken	названия совпали	
Турция	exact	JUSTINIANO CLUB PARK CONTI	Justiniano Club Park Conti	названия совпали	
Турция	exact	GRAND RING	Grand Ring	названия совпали	
Турция	exact	KAYA MARIS HOTEL	Kaya Maris Hotel	названия совпали	
Турция	exact	MANDARIN RESORT	Mandarin Resort	названия совпали	
Турция	exact	AKRA V (EX. BARUT AKRA PARK)	Akra V	названия совпали	
Турция	exact	SIDE MOON PALACE HOTEL	Side Moon Palace Hotel	названия совпали	
Турция	exact	SUPREME BEACH (EX. MUNAMAR BEACH RESIDENCE) ADULTS ONLY	Supreme Beach Hotel	названия совпали	
Турция	exact	CRYSTAL PARAISO AQUA COLLECTION (EX. CRYSTAL PARAISO VERDE RESORT & SPA)	Crystal Paraiso Aqua Collection	названия совпали	
Турция	exact	LABRANDA ALANTUR HOTEL (EX. MARITIM CLUB)	Labranda Alantur	названия совпали	
Турция	exact	JADORE DELUXE HOTEL & SPA	J’adore Deluxe Hotel & Spa	названия совпали	
Турция	exact	OKALIPTUS HOTEL	Okaliptus Hotel	названия совпали	
Турция	exact	OZ HOTELS SUI (EX. SUI RESORT)	Oz Hotels Sui Resort	названия совпали	
Турция	exact	FORTEZZA BEACH RESORT (EX. MARMARIS RESORT & SPA)	Fortezza Beach Resort	названия совпали	
Турция	exact	JUSTINIANO DELUXE RESORT	Justiniano Deluxe Resort Hotel	названия совпали	
Турция	exact	ALIZE HOTEL	Alize	названия совпали	
Турция	exact	MY HOME RESORT	My Home Resort Hotel	названия совпали	
Турция	exact	BENDIS BEACH	Bendis Beach Hotel	названия совпали	
Турция	exact	LINDA RESORT	Linda Resort	названия совпали	
Турция	exact	FLAMINGO HOTEL	Flamingo Hotel	названия совпали	
Турция	exact	VICTORY VOLARE HOTEL	Victory Volare Hotel	названия совпали	
Турция	exact	VICTORY BE MINE	Victory Be Mine Hotel	названия совпали	
Турция	exact	SAMI BEACH	Sami Beach Hotel	названия совпали	
Турция	exact	TERRACE ELITE RESORT	Terrace Elite Resort	названия совпали	
Турция	exact	SENTIDO LYCUS BEACH	Sentido Lycus Beach Hotel	названия совпали	
Турция	exact	GALERI RESORT	Galeri Resort Hotel	названия совпали	
Турция	exact	ROX RESORT (EX. ROX ROYAL)	Rox Resort Hotel	названия совпали	
Турция	exact	CRYSTAL ADMIRAL AQUA COLLECTION (EX. CRYSTAL ADMIRAL RESORT SUITES & SPA)	Crystal Admiral Aqua Collection	названия совпали	
Турция	exact	ARNOR DE LUXE HOTEL & SPA	Arnor De Luxe Hotel & Spa	названия совпали	
Турция	exact	ROYAL GARDEN BEACH HOTEL (EX. ROYAL GARDEN SELECT & SUITE)	Royal Garden Beach Hotel	названия совпали	
Турция	exact	ANNABELLA DIAMOND HOTEL & SPA	Annabella Diamond Hotel & Spa	названия совпали	
Турция	exact	GOLDEN LOTUS	Golden Lotus	названия совпали	
Турция	exact	GOLDEN BEACH RESORT & SPA	Golden Beach Resort & Spa	названия совпали	
Турция	exact	TRANSATLANTIK BEACH (EX. ASDEM BEACH)	Transatlantik Hotel & Spa	названия совпали	
Турция	exact	GLAMOUR RESORT & SPA	Glamour Resort & Spa	названия совпали	
Турция	exact	ROSEIRA MAR-INN LUXURY	Roseira Mar-Inn Luxury	названия совпали	
Турция	exact	UNIQUE RESIDENCE HOTEL GOLF & SPA (EX. WYNDHAM RESIDENCES KUSADASI GOLF & SPA)	Unique Residence Golf & Spa	названия совпали	
Турция	exact	HORUS PARADISE LUXURY RESORT	Horus Paradise Luxury Resort	названия совпали	
Турция	exact	CRYSTAL WATERWORLD AQUA COLLECTION (EX. CRYSTAL WATERWORLD RESORT & SPA)	Crystal Waterworld Aqua Collection	названия совпали	
Турция	exact	PALEMON RESORT & SPA	Palemon Resort & Spa	названия совпали	
Турция	exact	OZ HOTELS INCEKUM BEACH HOTEL	OZ Hotels Incekum Beach Resort	названия совпали	
Турция	exact	GRAND EFE	Club Hotel Grand Efe (Ozdere)	названия совпали	
Турция	exact	Q PREMIUM RESORT	Q Premium Resort	названия совпали	
Турция	exact	DIAMOND OF BODRUM	Diamond Of Bodrum	названия совпали	
Турция	exact	GUMBET ANIL BEACH	Gumbet Anil Beach	названия совпали	
Турция	exact	MERYAN	Meryan Hotel	названия совпали	
Турция	exact	MAYA WORLD HOTEL DIDYMA (EX. ADA WORLD HOTEL DIDYMA)	Maya World Didyma Hotel	названия совпали	
Турция	exact	SURAL GARDEN	Sural Garden	названия совпали	
Турция	exact	SIAM ELEGANCE HOTELS & SPA	Siam Elegance Hotel & Spa	названия совпали	
Турция	exact	AQI PEGASOS CLUB	AQI Pegasos Club	названия совпали	
